reference.x,reference.y,reference.yaw,reference.speed,drivable_width
0,0,0,1.5,2
0.1,0.09983341665,0,1.5,2
0.2,0.1986693308,0,1.5,2
0.3,0.2955202067,0,1.5,2
0.4,0.3894183423,0,1.5,2
0.5,0.4794255386,0,1.5,2
0.6,0.5646424734,0,1.5,2
0.7,0.6442176872,0,1.5,2
0.8,0.7173560909,0,1.5,2
0.9,0.7833269096,0,1.5,2
1,0.8414709848,0,1.5,2
1.1,0.8912073601,0,1.5,2
1.2,0.932039086,0,1.5,2
1.3,0.9635581854,0,1.5,2
1.4,0.98544973,0,1.5,2
1.5,0.9974949866,0,1.5,2
1.6,0.999573603,0,1.5,2
1.7,0.9916648105,0,1.5,2
1.8,0.9738476309,0,1.5,2
1.9,0.9463000877,0,1.5,2
2,0.9092974268,0,1.5,2
2.1,0.8632093666,0,1.5,2
2.2,0.8084964038,0,1.5,2
2.3,0.7457052122,0,1.5,2
2.4,0.6754631806,0,1.5,2
2.5,0.5984721441,0,1.5,2
2.6,0.5155013718,0,1.5,2
2.7,0.4273798802,0,1.5,2
2.8,0.3349881502,0,1.5,2
2.9,0.2392493292,0,1.5,2
3,0.1411200081,0,1.5,2
3.1,0.04158066243,0,1.5,2
3.2,-0.05837414343,0,1.5,2
3.3,-0.1577456941,0,1.5,2
3.4,-0.255541102,0,1.5,2
3.5,-0.3507832277,0,1.5,2
3.6,-0.4425204433,0,1.5,2
3.7,-0.5298361409,0,1.5,2
3.8,-0.6118578909,0,1.5,2
3.9,-0.6877661592,0,1.5,2
4,-0.7568024953,0,1.5,2
4.1,-0.8182771111,0,1.5,2
4.2,-0.8715757724,0,1.5,2
4.3,-0.9161659367,0,1.5,2
4.4,-0.9516020739,0,1.5,2
4.5,-0.9775301177,0,1.5,2
4.6,-0.9936910036,0,1.5,2
4.7,-0.9999232576,0,1.5,2
4.8,-0.9961646088,0,1.5,2
4.9,-0.9824526126,0,1.5,2
5,-0.9589242747,0,1.5,2
5.1,-0.9258146823,0,1.5,2
5.2,-0.8834546557,0,1.5,2
5.3,-0.8322674422,0,1.5,2
5.4,-0.7727644876,0,1.5,2
5.5,-0.7055403256,0,1.5,2
5.6,-0.6312666379,0,1.5,2
5.7,-0.5506855426,0,1.5,2
5.8,-0.4646021794,0,1.5,2
5.9,-0.3738766648,0,1.5,2
6,-0.2794154982,0,1.5,2
6.1,-0.1821625043,0,1.5,2
6.2,-0.08308940282,0,1.5,2
6.3,0.01681390048,0,1.5,2
6.4,0.1165492049,0,1.5,2
6.5,0.2151199881,0,1.5,2
6.6,0.3115413635,0,1.5,2
6.7,0.4048499206,0,1.5,2
6.8,0.4941133511,0,1.5,2
6.9,0.5784397644,0,1.5,2
7,0.6569865987,0,1.5,2
7.1,0.7289690401,0,1.5,2
7.2,0.7936678638,0,1.5,2
7.3,0.8504366206,0,1.5,2
7.4,0.8987080958,0,1.5,2
7.5,0.9379999768,0,1.5,2
7.6,0.967919672,0,1.5,2
7.7,0.9881682339,0,1.5,2
7.8,0.9985433454,0,1.5,2
7.9,0.9989413418,0,1.5,2
8,0.9893582466,0,1.5,2
8.1,0.9698898108,0,1.5,2
8.2,0.9407305567,0,1.5,2
8.3,0.9021718338,0,1.5,2
8.4,0.8545989081,0,1.5,2
8.5,0.7984871126,0,1.5,2
8.6,0.7343970979,0,1.5,2
8.7,0.6629692301,0,1.5,2
8.8,0.5849171929,0,1.5,2
8.9,0.5010208565,0,1.5,2
9,0.4121184852,0,1.5,2
9.1,0.3190983623,0,1.5,2
9.2,0.2228899141,0,1.5,2
9.3,0.1244544235,0,1.5,2
9.4,0.02477542545,0,1.5,2
9.5,-0.07515112046,0,1.5,2
9.6,-0.1743267812,0,1.5,2
9.7,-0.2717606264,0,1.5,2
9.8,-0.3664791293,0,1.5,2
9.9,-0.4575358938,0,1.5,2
10,-0.5440211109,0,1.5,2
10.1,-0.6250706489,0,1.5,2
10.2,-0.6998746876,0,1.5,2
10.3,-0.7676858098,0,1.5,2
10.4,-0.8278264691,0,1.5,2
10.5,-0.87969576,0,1.5,2
10.6,-0.9227754216,0,1.5,2
10.7,-0.9566350163,0,1.5,2
10.8,-0.9809362301,0,1.5,2
10.9,-0.9954362533,0,1.5,2
11,-0.9999902066,0,1.5,2
11.1,-0.9945525882,0,1.5,2
11.2,-0.9791777292,0,1.5,2
